Subject,Class_ID,Class,Channel,Band,N_Trials,Raw_ERD_ERS_percent,Clean_ERD_ERS_percent,Delta_ERD_ERS_percent,Delta_Accuracy,Delta_F1
A07,3,Feet,C4,Beta,71,-4.804715306554612,-8.346618367964911,-3.5419030614102986,0.06137184115523464,0.06590353977961971
A07,4,Tongue,C4,Beta,66,-4.302812472037446,-10.214543809387447,-5.911731337350002,0.06137184115523464,0.06590353977961971
A08,1,Left_Hand,C3,Mu,66,86.25965490390627,51.69207971392395,-34.567575189982314,0.0,-0.0021923887083538096
A08,2,Right_Hand,C3,Mu,68,113.33847111642477,36.14101798510221,-77.19745313132256,0.0,-0.0021923887083538096
A08,3,Feet,C3,Mu,69,86.26288400907836,50.08584463510957,-36.17703937396879,0.0,-0.0021923887083538096
A08,4,Tongue,C3,Mu,68,106.23938716249653,80.38106153519313,-25.858325627303394,0.0,-0.0021923887083538096
A08,1,Left_Hand,C3,Beta,66,-0.4674621431901823,-3.315929615381445,-2.8484674721912624,0.0,-0.0021923887083538096
A08,2,Right_Hand,C3,Beta,68,2.715131250229326,-2.981208351684038,-5.6963396019133645,0.0,-0.0021923887083538096
A08,3,Feet,C3,Beta,69,17.341124840551206,2.4012820031352136,-14.939842837415995,0.0,-0.0021923887083538096
A08,4,Tongue,C3,Beta,68,13.309992640902053,16.975425479923853,3.665432839021797,0.0,-0.0021923887083538096
A08,1,Left_Hand,Cz,Mu,66,79.83806173521667,40.1272381653054,-39.71082356991128,0.0,-0.0021923887083538096
A08,2,Right_Hand,Cz,Mu,68,81.14796499392736,60.4186945787728,-20.72927041515456,0.0,-0.0021923887083538096
A08,3,Feet,Cz,Mu,69,63.84636042991015,91.37809394567033,27.53173351576019,0.0,-0.0021923887083538096
A08,4,Tongue,Cz,Mu,68,194.78932103571245,188.14834526537066,-6.640975770341842,0.0,-0.0021923887083538096
A08,1,Left_Hand,Cz,Beta,66,-1.1413341535453887,-8.024816330746527,-6.883482177201138,0.0,-0.0021923887083538096
A08,2,Right_Hand,Cz,Beta,68,4.878369651622177,3.147710556097764,-1.730659095524413,0.0,-0.0021923887083538096
A08,3,Feet,Cz,Beta,69,22.142353054967124,-1.5468297898465269,-23.689182844813647,0.0,-0.0021923887083538096
A08,4,Tongue,Cz,Beta,68,19.90368824620154,22.934326464288727,3.030638218087188,0.0,-0.0021923887083538096
A08,1,Left_Hand,C4,Mu,66,61.71212782898641,4.820018482188452,-56.89210934679795,0.0,-0.0021923887083538096
A08,2,Right_Hand,C4,Mu,68,59.91956558734024,38.409190688267415,-21.510374899072826,0.0,-0.0021923887083538096
A08,3,Feet,C4,Mu,69,65.08342985431631,94.35786541118125,29.274435556864933,0.0,-0.0021923887083538096
A08,4,Tongue,C4,Mu,68,212.6699488249091,163.29329630915657,-49.376652515752504,0.0,-0.0021923887083538096
A08,1,Left_Hand,C4,Beta,66,-1.5379094078035596,-9.784984270892599,-8.247074863089038,0.0,-0.0021923887083538096
A08,2,Right_Hand,C4,Beta,68,6.650191846416936,6.393166432723049,-0.25702541369388515,0.0,-0.0021923887083538096
A08,3,Feet,C4,Beta,69,15.749214844162822,-0.023526787284133342,-15.772741631446953,0.0,-0.0021923887083538096
A08,4,Tongue,C4,Beta,68,9.354797629303572,2.7620931406347675,-6.592704488668804,0.0,-0.0021923887083538096
A09,1,Left_Hand,C3,Mu,65,36.41345979966621,20.510344924926805,-15.903114874739405,-0.018939393939393923,-0.015270997623866744
A09,2,Right_Hand,C3,Mu,65,125.5755222790191,161.5070037735536,35.93148149453453,-0.018939393939393923,-0.015270997623866744
A09,3,Feet,C3,Mu,69,69.51252247807832,64.91626180487252,-4.5962606732058,-0.018939393939393923,-0.015270997623866744
A09,4,Tongue,C3,Mu,65,148.55810247070252,140.67343932189974,-7.884663148802795,-0.018939393939393923,-0.015270997623866744
A09,1,Left_Hand,C3,Beta,65,-12.198531076452472,-15.896283013514429,-3.6977519370619567,-0.018939393939393923,-0.015270997623866744
A09,2,Right_Hand,C3,Beta,65,2.484453384122742,-0.25376960196349735,-2.7382229860862393,-0.018939393939393923,-0.015270997623866744
A09,3,Feet,C3,Beta,69,7.926798889948239,8.201574939418059,0.27477604946981943,-0.018939393939393923,-0.015270997623866744
A09,4,Tongue,C3,Beta,65,44.927389565981215,56.35699947403226,11.429609908051036,-0.018939393939393923,-0.015270997623866744
A09,1,Left_Hand,Cz,Mu,65,46.98087126289068,46.27180128993747,-0.7090699729531934,-0.018939393939393923,-0.015270997623866744
A09,2,Right_Hand,Cz,Mu,65,89.73151710947639,83.2084842695126,-6.5230328399638084,-0.018939393939393923,-0.015270997623866744
A09,3,Feet,Cz,Mu,69,80.13837354868474,64.18881590339168,-15.949557645293043,-0.018939393939393923,-0.015270997623866744
A09,4,Tongue,Cz,Mu,65,186.52576075999949,177.4798825685149,-9.045878191484565,-0.018939393939393923,-0.015270997623866744
A09,1,Left_Hand,Cz,Beta,65,-11.694177018445748,-15.438616587632561,-3.7444395691868126,-0.018939393939393923,-0.015270997623866744
A09,2,Right_Hand,Cz,Beta,65,-5.683706499657956,-10.297405110224698,-4.613698610566742,-0.018939393939393923,-0.015270997623866744
A09,3,Feet,Cz,Beta,69,7.080755689502468,-1.4526125961738057,-8.533368285676273,-0.018939393939393923,-0.015270997623866744
A09,4,Tongue,Cz,Beta,65,16.856387569237906,18.710126981654394,1.8537394124164903,-0.018939393939393923,-0.015270997623866744
A09,1,Left_Hand,C4,Mu,65,-11.606665280541879,-35.811975036339014,-24.205309755797135,-0.018939393939393923,-0.015270997623866744
A09,2,Right_Hand,C4,Mu,65,67.22201335822012,60.03522010976133,-7.186793248458787,-0.018939393939393923,-0.015270997623866744
A09,3,Feet,C4,Mu,69,73.05568156473922,61.70792061411276,-11.347760950626473,-0.018939393939393923,-0.015270997623866744
A09,4,Tongue,C4,Mu,65,112.1322923536223,110.4960987677478,-1.6361935858745358,-0.018939393939393923,-0.015270997623866744
A09,1,Left_Hand,C4,Beta,65,-30.304079743066232,-34.828049211160916,-4.523969468094685,-0.018939393939393923,-0.015270997623866744
A09,2,Right_Hand,C4,Beta,65,0.10507331249227951,3.41785467143183,3.3127813589395503,-0.018939393939393923,-0.015270997623866744
