Subject,Best_Validation_Accuracy,Raw_Accuracy,Clean_Accuracy,Delta_Accuracy,Raw_F1,Clean_F1,Delta_F1,Raw_Mean_Margin,Clean_Mean_Margin,Delta_Mean_Margin
A01,0.7272727272727273,0.6014234875444839,0.5800711743772242,-0.021352313167259718,0.5871321518757415,0.5671075156115142,-0.020024636264227347,0.17277814784614218,0.19211901003143542,0.019340862185293246
A02,0.4444444444444444,0.27208480565371024,0.30742049469964666,0.035335689045936425,0.22038413957342273,0.30825433676994646,0.08787019719652372,-0.6431479929656765,-0.23274333831646837,0.41040465464920806
A03,0.7407407407407407,0.6373626373626373,0.6336996336996337,-0.00366300366300365,0.5959076890510533,0.5816709441158058,-0.014236744935247514,0.5073882749665788,0.5234535791716732,0.016065304205094503
A04,0.4716981132075472,0.39035087719298245,0.37719298245614036,-0.01315789473684209,0.39182013336148674,0.377655222963068,-0.014164910398418717,-0.30494577862453043,-0.2783359900247632,0.026609788599767183
A05,0.4339622641509434,0.32608695652173914,0.37318840579710144,0.047101449275362306,0.2939909890269603,0.3513327329906432,0.05734174396368291,-0.22548907668586227,-0.15001189745827645,0.07547717922758582
A06,0.5454545454545454,0.49767441860465117,0.5069767441860465,0.009302325581395376,0.49043317793317787,0.5020171787235255,0.011584000790347604,-0.10017960764640986,-0.08233325886864995,0.017846348777759907
A07,0.509090909090909,0.3862815884476534,0.4223826714801444,0.03610108303249099,0.3805006602465322,0.4167840069534985,0.03628334670696631,-0.3491480166247175,-0.3165351392882826,0.03261287733643494
A08,0.660377358490566,0.6863468634686347,0.6273062730627307,-0.059040590405904037,0.6817753936563588,0.6299782549686507,-0.05179713868770808,0.9188938433393781,0.6348216635934542,-0.28407217974592397
A09,0.875,0.6439393939393939,0.6287878787878788,-0.015151515151515138,0.6387300363458207,0.6281710521117301,-0.01055898423409063,0.5791557590392503,0.5430631831739888,-0.03609257586526148
