Pair,Accuracy_Pearson_r,Accuracy_Pearson_p,Accuracy_Spearman_rho,Accuracy_Spearman_p,F1_Pearson_r,F1_Pearson_p,F1_Spearman_rho,F1_Spearman_p
Left_vs_Right,-0.021444567337531688,0.9563302244343335,0.0,1.0,-0.3702505088460443,0.3266703379382609,-0.2333333333333333,0.5456987782182727
Left_vs_Feet,-0.4320061074846024,0.2455628218780697,-0.2833333333333333,0.46003032896571994,-0.7179024191909475,0.02940456782856491,-0.45,0.22421610749233659
Left_vs_Tongue,-0.5006260704780914,0.16985000174921205,-0.6,0.0876228290414024,-0.7738817645443857,0.014393640162659782,-0.7166666666666667,0.029818035695845287
Right_vs_Feet,0.4346267701547812,0.24238852362529015,0.06666666666666667,0.8646897846262037,0.20189399320561718,0.6024206527158333,-0.2333333333333333,0.5456987782182727
Right_vs_Tongue,-0.22184893271809833,0.5661811571365849,-0.31666666666666665,0.4063970144863861,-0.33286555947342844,0.3814233725737939,-0.39999999999999997,0.2861051019083129
Feet_vs_Tongue,-0.3653994912254103,0.3335415172612599,-0.39999999999999997,0.2861051019083129,-0.5042118244383591,0.16632022023567436,-0.5833333333333334,0.09918581647988323
