Metric,Accuracy_Pearson_r,Accuracy_Pearson_p,Accuracy_Spearman_rho,Accuracy_Spearman_p,F1_Pearson_r,F1_Pearson_p,F1_Spearman_rho,F1_Spearman_p
Delta_Between_Class_Distance,-0.3173523233085504,0.40532513567113815,-0.19999999999999998,0.6059012741795533,-0.6306380080050539,0.0686207398090046,-0.35,0.35581957250178897
Delta_Within_Class_Distance,-0.4770018923269631,0.19416820415393096,-0.38333333333333336,0.30849527238037144,-0.7699609353019319,0.015222999041489927,-0.6333333333333333,0.06708578689234565
Delta_Separation_Ratio,-0.30828095615050005,0.41961042522367714,-0.5333333333333333,0.13922686754397814,-0.2708785251965393,0.48080861371266653,-0.3666666666666667,0.33173980143301507
