Subject,Raw_Class_R2,Clean_Class_R2,Class_R2_Change,Raw_Motor_R2,Clean_Motor_R2,Motor_R2_Change,Delta_Accuracy,Delta_F1
A01,0.017046718990266035,0.01888984187843187,0.0018431228881658351,0.014596286381991347,0.01883825755323631,0.004241971171244965,-0.02491103202846978,-0.027914278507571
A02,0.014316397202944885,0.01418196638413072,-0.0001344308188141654,0.014893093344812985,0.016182429773507603,0.0012893364286946183,-0.03886925795052998,-0.02708237236913913
A03,0.04539910455626303,0.12310174340696901,0.07770263885070598,0.04129578685297217,0.12658285395388602,0.08528706710091385,-0.00366300366300365,-0.001569319265132707
A04,0.04674477522782336,0.052850315072766746,0.006105539844943386,0.025067898484983312,0.03409570857825447,0.009027810093271155,-0.02631578947368418,-0.027482121801537418
A05,0.01669002831099266,0.01252558597833427,-0.004164442332658391,0.019748874601041324,0.01559373459288309,-0.004155140008158234,0.021739130434782594,0.06250575637185948
A06,0.03706146019067202,0.03447639336943555,-0.0025850668212364647,0.03362551664979399,0.03181504466372941,-0.0018104719860645782,0.0,0.002460527644751187
A07,0.0444856230363682,0.04766558487839492,0.003179961842026721,0.04560274618082369,0.05433718159248716,0.008734435411663473,0.06137184115523464,0.06590353977961971
A08,0.04756752852919362,0.07212695308464055,0.024559424555446935,0.03698895038325715,0.0756182416472719,0.03862929126401476,0.0,-0.0021923887083538096
A09,0.1517499459845444,0.15481445331205268,0.0030645073275082924,0.19721429625142353,0.2095604908823787,0.012346194630955182,-0.018939393939393923,-0.015270997623866744
