Feature,Pearson_r,Pearson_p,Spearman_rho,Spearman_p
EOG_Theta_R2,-0.0538150951518186,0.8906330262526153,0.05270462766947299,0.892879242924744
EOG_Alpha_Mu_R2,-0.048967326432169236,0.9004436945965694,0.026352313834736494,0.946346564795662
EOG_Beta_R2,-0.3943599422704882,0.29358528477919466,-0.7115124735378854,0.03158350418685469
EOG_Gamma_R2,-0.5443672513610602,0.12969102308955002,-0.6851601597031488,0.04167471235395344
EOG_Overall_R2,-0.4013474900458116,0.28433272406443694,-0.5270462766947298,0.1448392555439479
