Subject,N,Baseline_Mean_R2,MI_Mean_R2,Mean_Change_R2,Median_Change_R2,Positive,Negative,Paired_t,Paired_t_p,Wilcoxon_W,Wilcoxon_p
A01,282,0.3441973581241534,0.4065241326092432,0.06232677448508982,0.03395973491941606,158,124,2.1655553770497087,0.031186438204941522,17006.0,0.031639798942128275
A02,282,0.8493635310354414,0.9432977760170704,0.09393424498162896,0.10124106720291659,160,122,2.2013488652484554,0.028524288891945887,16478.0,0.011272307735011646
A03,282,0.39144408946727527,0.3851608984555046,-0.006283191011770683,-0.017791613842252148,133,149,-0.22879160473820948,0.8191973115724537,18733.0,0.3740169439875559
A04,282,0.2558586320572115,0.45770762882355076,0.2018489967663393,0.14474725841732589,182,100,6.788901687432278,6.706108738523876e-11,11109.0,1.1098765820216826e-10
A05,282,0.6823965900106639,0.7001029660048517,0.017706375994187767,0.040595987987289264,149,133,0.36560971487650085,0.7149313904447556,19038.0,0.5051189976194855
A06,282,0.6359496951053174,0.5833251567584637,-0.052624538346853905,-0.010200199488971579,137,145,-1.0687873688489842,0.2860827588347521,18238.0,0.2112598881950961
A07,282,0.3153436239532326,0.4109364815209496,0.09559285756771697,0.11072122500278465,187,95,3.1485637566046507,0.0018174654051094196,14272.0,3.4195416982915455e-05
A08,282,0.46244959118080126,0.43427208004725504,-0.02817751113354625,0.05642512688875284,156,126,-0.7965214652275522,0.4264014372959368,18772.0,0.38950180672532364
A09,282,0.4387808818453971,0.4868098793356093,0.048028997490212166,0.021711419684991802,151,131,1.571698237450877,0.1171458220990222,17691.0,0.09911070412928154
