Subject,All_Clean,Theta_Clean,Alpha_Mu_Clean,Beta_Clean,Gamma_Clean
A01,-0.045331557166717884,-0.034067597698438035,-0.051480224488769766,-0.0158556599655314,-0.004292954661655357
A02,0.029886472664149066,-0.03055667063709222,-0.039698147819463625,-0.009154257245704123,-0.0008520026836669192
A03,-0.0014838274201216528,-0.052930132783696404,-0.06704562307211859,0.008454819460471885,0.01704094944165846
A04,0.07585072246908586,0.03374490748436998,0.07676589954134672,-0.02521895844500749,0.026477866046526077
A05,0.04079172731348693,0.00901646641390838,0.1342046410972302,0.1318357884414089,-0.0010316250442126973
A06,0.011524044117987076,-0.049146056339215705,0.04526229617864208,-0.08836119714595031,-0.09729191494114281
A07,0.0242744365035662,0.053938523010199746,0.0898121246687621,0.09339028798399573,0.07966157118441286
A08,0.02409279024899791,0.017120187593324565,-0.06276806177016259,-0.015046945524730737,-0.01930534133551698
A09,0.0803498848905676,0.006845367863466678,0.03533427557191793,0.04495677559400468,0.05889102462801388
