Subject,Channel,R2,R2_percent
A06,Cz,0.23269514662506652,23.26951466250665
A06,C2,0.2677463989645411,26.77463989645411
A06,C4,0.28030482165203885,28.030482165203885
A06,C6,0.3827566053058785,38.27566053058785
A06,CP3,0.1529002659067813,15.29002659067813
A06,CP1,0.16299846340361035,16.299846340361036
A06,CPz,0.17613992513002996,17.613992513002998
A06,CP2,0.19625522925963457,19.625522925963455
A06,CP4,0.1987224527006205,19.87224527006205
A06,P1,0.10509298191056782,10.509298191056782
A06,Pz,0.11596583700468788,11.596583700468788
A06,P2,0.10762856301208334,10.762856301208334
A06,POz,0.06858381334718833,6.858381334718833
A07,Fz,0.8690154366184826,86.90154366184825
A07,FC3,0.6466195371171648,64.66195371171648
A07,FC1,0.6187085648038836,61.87085648038836
A07,FCz,0.6526790368965735,65.26790368965735
A07,FC2,0.6667339733167827,66.67339733167827
A07,FC4,0.7399594470908959,73.99594470908958
A07,C5,0.4873546468965546,48.73546468965546
A07,C3,0.4337834073227532,43.37834073227532
A07,C1,0.4025962780169171,40.259627801691714
A07,Cz,0.4035909364670274,40.35909364670274
A07,C2,0.48094385268284456,48.094385268284455
A07,C4,0.540897606223904,54.0897606223904
A07,C6,0.6224541790066005,62.24541790066005
A07,CP3,0.25350892872346176,25.350892872346176
A07,CP1,0.262649915659272,26.264991565927197
A07,CPz,0.26333215405903343,26.333215405903342
A07,CP2,0.3218252137471692,32.18252137471692
A07,CP4,0.3801980733024274,38.01980733024274
A07,P1,0.1734214884591183,17.34214884591183
A07,Pz,0.1905883271585651,19.05883271585651
A07,P2,0.21579239769816783,21.579239769816784
A07,POz,0.11947345096936213,11.947345096936212
A08,Fz,0.7526430099081018,75.26430099081018
A08,FC3,0.5875080174811629,58.75080174811629
A08,FC1,0.5582143657605426,55.82143657605426
A08,FCz,0.5609922267590073,56.09922267590073
A08,FC2,0.5963606958566439,59.63606958566439
A08,FC4,0.6747252324058493,67.47252324058492
A08,C5,0.45602034592323004,45.602034592323
A08,C3,0.4368731605477837,43.68731605477837
A08,C1,0.42358406585036845,42.358406585036846
A08,Cz,0.42272138061588094,42.272138061588095
A08,C2,0.48864182480797047,48.86418248079705
A08,C4,0.5570062532538596,55.70062532538596
A08,C6,0.6080681974910442,60.80681974910442
A08,CP3,0.2529962334385536,25.29962334385536
A08,CP1,0.31150690388042257,31.150690388042257
A08,CPz,0.3207538416372867,32.07538416372867
A08,CP2,0.37535492034445006,37.53549203444501
A08,CP4,0.39068233819424003,39.068233819424
A08,P1,0.2074221350694404,20.74221350694404
A08,Pz,0.24245478839700063,24.245478839700063
A08,P2,0.25308288876320095,25.308288876320095
A08,POz,0.16192983867439992,16.19298386743999
A09,Fz,0.5236730966301015,52.367309663010154
A09,FC3,0.37099277721015245,37.09927772101524
A09,FC1,0.3324294272601068,33.24294272601068
A09,FCz,0.3274211443245334,32.74211443245334
A09,FC2,0.3555216914701802,35.55216914701802
A09,FC4,0.3878905995383001,38.789059953830005
A09,C5,0.2860259500051323,28.602595000513233
A09,C3,0.2146290259142699,21.462902591426992
A09,C1,0.23412373005146314,23.412373005146314
A09,Cz,0.22229336942704703,22.229336942704702
A09,C2,0.2647277811762325,26.472778117623253
A09,C4,0.2622491989646458,26.224919896464584
A09,C6,0.325266751900966,32.5266751900966
A09,CP3,0.12682811370707525,12.682811370707526
A09,CP1,0.15957890950009224,15.957890950009224
A09,CPz,0.16289767558599277,16.289767558599276
A09,CP2,0.1899294725784818,18.99294725784818
A09,CP4,0.1847145924331477,18.47145924331477
A09,P1,0.10062314438346287,10.062314438346288
A09,Pz,0.11322817590530665,11.322817590530665
A09,P2,0.1261270577804925,12.61270577804925
A09,POz,0.0733646695049267,7.336466950492671
