Subject,All_Clean,Theta_Clean,Alpha_Mu_Clean,Beta_Clean,Gamma_Clean
A01,-0.03558718861209964,-0.02491103202846978,-0.039145907473309594,-0.014234875444839812,0.0
A02,0.024734982332155542,-0.021201413427561766,-0.03886925795052998,-0.010600706713780883,0.0
A03,0.010989010989011061,-0.03663003663003661,-0.04029304029304026,0.014652014652014711,0.014652014652014711
A04,0.07017543859649134,0.030701754385965008,0.07456140350877205,-0.02631578947368418,0.021929824561403577
A05,0.02898550724637683,-0.003623188405797062,0.0688405797101449,0.06159420289855072,-0.025362318840579656
A06,0.013953488372092981,-0.04186046511627911,0.046511627906976716,-0.09302325581395349,-0.08837209302325577
A07,0.032490974729241784,0.05776173285198555,0.09025270758122744,0.09025270758122744,0.07942238267148011
A08,0.03321033210332103,0.02583025830258301,-0.06642066420664205,0.0073800738007380184,-0.011070110701106972
A09,0.07954545454545459,0.007575757575757569,0.037878787878787956,0.04166666666666674,0.06060606060606066
