Signal_Metric,Outcome,Pearson_r,Pearson_p,Spearman_rho,Spearman_p
RMS_Change_Percent,Delta_Accuracy,0.2431720618002376,0.5283802099259268,0.0,1.0
RMS_Change_Percent,Delta_F1,0.05143663018638459,0.8954449114044478,-0.06666666666666667,0.8646897846262037
Variance_Change_Percent,Delta_Accuracy,0.22398145949788315,0.5623565562207601,0.0,1.0
Variance_Change_Percent,Delta_F1,0.031359534332563374,0.9361672130273977,-0.06666666666666667,0.8646897846262037
EOG_Coupling_Change_Percent,Delta_Accuracy,-0.1924031575724443,0.6199306142153242,-0.25941649671427414,0.5002682642509535
EOG_Coupling_Change_Percent,Delta_F1,0.06985791918212694,0.8582641017911204,-0.25,0.5164895523012263
