Metric,Accuracy_Pearson_r,Accuracy_Pearson_p,Accuracy_Spearman_rho,Accuracy_Spearman_p,F1_Pearson_r,F1_Pearson_p,F1_Spearman_rho,F1_Spearman_p
Coupling_Change,0.0207179202874247,0.9578088933370912,-0.1589972076635873,0.6828398157150526,0.1052848387218437,0.7874869001401684,-0.1333333333333333,0.7323675052362975
Coupling_Change_Percent,-0.2124162662506472,0.583211470692017,-0.2594164967142741,0.5002682642509535,0.0544195281074348,0.8894106813638711,-0.25,0.5164895523012263
