Subject,Class_ID,Class,Channel,Band,Baseline_Start_s,Baseline_End_s,MI_Start_s,MI_End_s,N_Class_Trials,Raw_Baseline_Power,Raw_MI_Power,Clean_Baseline_Power,Clean_MI_Power,Raw_ERD_ERS_Percent,Clean_ERD_ERS_Percent,Delta_ERD_ERS_Percent,Delta_Accuracy,Delta_F1
A05,4,Tongue,Cz,Beta,0.0,2.0,3.25,4.0,69,32.760993400918856,35.38288643939151,13.90096866898224,15.129075391061452,8.003093820711307,8.834684483675183,0.8315906629638761,0.0217391304347825,0.0625057563718594
A05,4,Tongue,C4,Mu,0.0,2.0,3.25,4.0,69,4.733853823640961,3.115895505163804,2.518681894625406,1.6593720713817175,-34.17845963888235,-34.117441550559484,0.0610180883228679,0.0217391304347825,0.0625057563718594
A05,4,Tongue,C4,Beta,0.0,2.0,3.25,4.0,69,31.082722056577563,33.31251693884566,11.856336829035424,12.764484779582448,7.173743915379411,7.659599787372352,0.4858558719929409,0.0217391304347825,0.0625057563718594
A06,1,Left_Hand,C3,Mu,0.0,2.0,3.25,4.0,53,18.065124399757124,13.777123702724566,16.98195528612697,12.35822957924466,-23.73634746235111,-27.22728701717456,-3.490939554823452,0.0,0.0024605276447511
A06,1,Left_Hand,C3,Beta,0.0,2.0,3.25,4.0,53,14.073796234831562,14.240478134146478,11.04116661977574,11.383433931473482,1.184342138636196,3.099919813588158,1.9155776749519624,0.0,0.0024605276447511
A06,1,Left_Hand,Cz,Mu,0.0,2.0,3.25,4.0,53,14.894702230761258,13.138260334537067,10.57611432687682,8.822197305494477,-11.792393490059734,-16.583756256539246,-4.791362766479512,0.0,0.0024605276447511
A06,1,Left_Hand,Cz,Beta,0.0,2.0,3.25,4.0,53,12.378632434818837,12.29236100726052,8.807841406248523,8.074454576825621,-0.6969382766034907,-8.326521738942,-7.62958346233851,0.0,0.0024605276447511
A06,1,Left_Hand,C4,Mu,0.0,2.0,3.25,4.0,53,33.46077571971123,17.515647722099736,28.4765719543754,12.911833493941264,-47.65319289420414,-54.65804832608049,-7.004855431876351,0.0,0.0024605276447511
A06,1,Left_Hand,C4,Beta,0.0,2.0,3.25,4.0,53,17.041149956246453,16.267438749010402,12.35525850712187,11.451579380677384,-4.540252325826175,-7.314125608327106,-2.773873282500931,0.0,0.0024605276447511
A06,2,Right_Hand,C3,Mu,0.0,2.0,3.25,4.0,55,17.959085722319216,13.114269930016576,15.854714910446532,11.187421203573928,-26.97696234213819,-29.43789108309397,-2.4609287409557794,0.0,0.0024605276447511
A06,2,Right_Hand,C3,Beta,0.0,2.0,3.25,4.0,55,14.14977233554868,14.578628613358058,10.796749694959155,11.18119340873154,3.030835179813647,3.5607356346497325,0.5299004548360857,0.0,0.0024605276447511
A06,2,Right_Hand,Cz,Mu,0.0,2.0,3.25,4.0,55,17.09791412829752,16.193272629573254,12.55216986080747,10.412283930730052,-5.290946556030525,-17.047936363247953,-11.756989807217428,0.0,0.0024605276447511
A06,2,Right_Hand,Cz,Beta,0.0,2.0,3.25,4.0,55,12.022918226850068,12.488599110010952,8.40473838473551,7.887435015865197,3.873276640282454,-6.154901499489442,-10.028178139771896,0.0,0.0024605276447511
A06,2,Right_Hand,C4,Mu,0.0,2.0,3.25,4.0,55,31.8830783503891,19.537486622105032,27.18179659363604,13.754170260987012,-38.72145466196182,-49.39933343402432,-10.6778787720625,0.0,0.0024605276447511
A06,2,Right_Hand,C4,Beta,0.0,2.0,3.25,4.0,55,15.8066186478036,19.73395118756573,11.031487831784844,13.507678353880012,24.84612697547176,22.446568947484455,-2.3995580279873003,0.0,0.0024605276447511
A06,3,Feet,C3,Mu,0.0,2.0,3.25,4.0,54,17.540954853889453,15.339747997988626,16.097403727874802,14.084941455839989,-12.548956851186558,-12.501781691353392,0.0471751598331664,0.0,0.0024605276447511
A06,3,Feet,C3,Beta,0.0,2.0,3.25,4.0,54,13.239299264445473,17.01413089190453,9.934456996165403,13.750935550747265,28.512321929274552,38.41657934655708,9.904257417282526,0.0,0.0024605276447511
A06,3,Feet,Cz,Mu,0.0,2.0,3.25,4.0,54,16.767561239891293,12.485236010203575,12.220335923607404,10.12887012627606,-25.539344502285083,-17.11463424905407,8.424710253231012,0.0,0.0024605276447511
A06,3,Feet,Cz,Beta,0.0,2.0,3.25,4.0,54,12.19661434103471,13.78533078144708,8.257156225080248,9.993706346138888,13.025880756654796,21.030849771060893,8.004969014406099,0.0,0.0024605276447511
A06,3,Feet,C4,Mu,0.0,2.0,3.25,4.0,54,29.483970444420084,18.949229363807845,24.10219707159609,16.091860121459305,-35.73040171258756,-33.23488280483964,2.4955189077479147,0.0,0.0024605276447511
A06,3,Feet,C4,Beta,0.0,2.0,3.25,4.0,54,16.723242249015332,20.99675699069529,11.528274495464869,16.41561465728463,25.554343338722653,42.39437709209633,16.840033753373675,0.0,0.0024605276447511
A06,4,Tongue,C3,Mu,0.0,2.0,3.25,4.0,53,22.46235834937875,14.960930751528393,20.70353632216775,14.254274263310112,-33.39554770328689,-31.1505336986897,2.245014004597188,0.0,0.0024605276447511
A06,4,Tongue,C3,Beta,0.0,2.0,3.25,4.0,53,14.490115141802756,16.789223803402276,11.169061289163071,13.451201080719422,15.866738387513744,20.43269109616597,4.56595270865223,0.0,0.0024605276447511
A06,4,Tongue,Cz,Mu,0.0,2.0,3.25,4.0,53,20.065051266955777,13.086943073975132,13.924235776591084,9.423205508535451,-34.7774251864097,-32.32515119876293,2.4522739876467696,0.0,0.0024605276447511
A06,4,Tongue,Cz,Beta,0.0,2.0,3.25,4.0,53,12.480901523572989,12.289676468242977,8.94163198686687,8.186003440717812,-1.5321413679037792,-8.450678212420419,-6.918536844516639,0.0,0.0024605276447511
A06,4,Tongue,C4,Mu,0.0,2.0,3.25,4.0,53,37.34989828878996,20.730164537604583,31.288912434302123,16.703876646641575,-44.497400294589575,-46.61407077757829,-2.116670482988709,0.0,0.0024605276447511
A06,4,Tongue,C4,Beta,0.0,2.0,3.25,4.0,53,16.549488935488885,19.611158052787506,12.281846326323103,14.978154494012458,18.50008256589096,21.953606127689955,3.4535235617989954,0.0,0.0024605276447511
A07,1,Left_Hand,C3,Mu,0.0,2.0,3.25,4.0,71,7.937267983412246,3.5978246272805983,6.979913561199974,3.0236489378415983,-54.67175059730774,-56.68071085220796,-2.008960254900217,0.0613718411552346,0.0659035397796197
A07,1,Left_Hand,C3,Beta,0.0,2.0,3.25,4.0,71,12.644023871327953,7.076144406273279,11.841480477201207,6.245071780377267,-44.03566081269554,-47.26105580799984,-3.225394995304299,0.0613718411552346,0.0659035397796197
A07,1,Left_Hand,Cz,Mu,0.0,2.0,3.25,4.0,71,10.836491554530408,6.050646870696552,8.37268033287979,4.7889422857855335,-44.164152758764416,-42.802757356212105,1.3613954025523114,0.0613718411552346,0.0659035397796197
A07,1,Left_Hand,Cz,Beta,0.0,2.0,3.25,4.0,71,18.95821003104643,11.777203383356545,17.757148128222084,10.434049206790664,-37.87808361617323,-41.2402873961058,-3.362203779932571,0.0613718411552346,0.0659035397796197
A07,1,Left_Hand,C4,Mu,0.0,2.0,3.25,4.0,71,11.975874802716746,5.620953100780439,8.626524405651047,4.033087717902532,-53.06436320204476,-53.24782579573905,-0.183462593694287,0.0613718411552346,0.0659035397796197
A07,1,Left_Hand,C4,Beta,0.0,2.0,3.25,4.0,71,14.625222310257138,9.953054077677242,12.578580904303672,7.869696979674411,-31.94596385247993,-37.43573269873214,-5.489768846252204,0.0613718411552346,0.0659035397796197
A07,2,Right_Hand,C3,Mu,0.0,2.0,3.25,4.0,69,7.466043293361843,4.672971383057945,6.426615645924604,4.100758620622736,-37.410336379737856,-36.19100866529077,1.2193277144470898,0.0613718411552346,0.0659035397796197
A07,2,Right_Hand,C3,Beta,0.0,2.0,3.25,4.0,69,12.302149166393091,7.484259632935037,11.896427058923436,6.426977513419057,-39.16299069612271,-45.9755649188915,-6.812574222768788,0.0613718411552346,0.0659035397796197
A07,2,Right_Hand,Cz,Mu,0.0,2.0,3.25,4.0,69,13.173305202654806,7.939644473626339,10.158212244189349,6.592773652028138,-39.72929077793881,-35.09907557011661,4.6302152078221965,0.0613718411552346,0.0659035397796197
A07,2,Right_Hand,Cz,Beta,0.0,2.0,3.25,4.0,69,18.542568637472268,12.52045647443174,17.737303881963367,10.878791110830718,-32.47722729670931,-38.66716619827728,-6.18993890156797,0.0613718411552346,0.0659035397796197
A07,2,Right_Hand,C4,Mu,0.0,2.0,3.25,4.0,69,14.133818469991308,7.0814647044400685,10.31462396068641,5.447637276010795,-49.89701672286356,-47.1853041199115,2.711712602952055,0.0613718411552346,0.0659035397796197
A07,2,Right_Hand,C4,Beta,0.0,2.0,3.25,4.0,69,13.8324215194408,11.795431808942634,12.089242247769182,9.415902151750826,-14.726197489247472,-22.113380154256102,-7.3871826650086305,0.0613718411552346,0.0659035397796197
A07,3,Feet,C3,Mu,0.0,2.0,3.25,4.0,71,9.313110895582682,3.8634034455922137,8.133233661959475,3.235383923055945,-58.51650980098114,-60.22020198203586,-1.70369218105472,0.0613718411552346,0.0659035397796197
A07,3,Feet,C3,Beta,0.0,2.0,3.25,4.0,71,13.7548167433771,10.297869845336342,12.833563771761511,9.402437745507056,-25.132627809854437,-26.735566887538347,-1.6029390776839136,0.0613718411552346,0.0659035397796197
A07,3,Feet,Cz,Mu,0.0,2.0,3.25,4.0,71,14.362511343078696,6.615094899482187,11.693867788531822,5.186621138875085,-53.941934377162085,-55.64665829416883,-1.7047239170067456,0.0613718411552346,0.0659035397796197
A07,3,Feet,Cz,Beta,0.0,2.0,3.25,4.0,71,21.286342962963538,11.103985357743722,19.67162039626503,9.32912044408782,-47.83516653347074,-52.57573979081241,-4.740573257341673,0.0613718411552346,0.0659035397796197
A07,3,Feet,C4,Mu,0.0,2.0,3.25,4.0,71,15.424160694700957,7.357411226846105,11.79657085802425,5.494198508821963,-52.29943870220243,-53.42546088225936,-1.1260221800569283,0.0613718411552346,0.0659035397796197
A07,3,Feet,C4,Beta,0.0,2.0,3.25,4.0,71,15.881291772951409,12.382192273708473,13.360869627914512,9.734427055184378,-22.03283932609492,-27.14226449117677,-5.109425165081856,0.0613718411552346,0.0659035397796197
A07,4,Tongue,C3,Mu,0.0,2.0,3.25,4.0,66,9.358503168797634,5.2135331144109935,8.378594376974059,4.913661612925669,-44.29095101667564,-41.35458297838428,2.936368038291363,0.0613718411552346,0.0659035397796197
A07,4,Tongue,C3,Beta,0.0,2.0,3.25,4.0,66,13.260754216904964,11.195130809259693,12.610288327329174,10.08060171120483,-15.576967749027698,-20.0604978289178,-4.483530079890102,0.0613718411552346,0.0659035397796197
A07,4,Tongue,Cz,Mu,0.0,2.0,3.25,4.0,66,14.614320437709964,7.6719033351973875,11.988401212511048,6.482691173586431,-47.50420747993373,-45.92530681387624,1.578900666057493,0.0613718411552346,0.0659035397796197
A07,4,Tongue,Cz,Beta,0.0,2.0,3.25,4.0,66,20.385135598103307,15.999891853289403,18.93961162785188,13.96212379886754,-21.511967500582653,-26.28083366643257,-4.768866165849921,0.0613718411552346,0.0659035397796197
A07,4,Tongue,C4,Mu,0.0,2.0,3.25,4.0,66,14.52642743779845,7.77323359540658,11.471415120954182,5.943211294630741,-46.48902058891146,-48.191123484189,-1.702102895277541,0.0613718411552346,0.0659035397796197
A07,4,Tongue,C4,Beta,0.0,2.0,3.25,4.0,66,15.530200266907787,14.156096469149263,13.561950795503774,11.274396104828016,-8.847946415001603,-16.86744573232037,-8.019499317318767,0.0613718411552346,0.0659035397796197
A08,1,Left_Hand,C3,Mu,0.0,2.0,3.25,4.0,66,20.02911037674461,11.274204291313,14.797681143825756,7.523122574741388,-43.71090837662124,-49.16012514649394,-5.449216769872699,0.0,-0.0021923887083538
A08,1,Left_Hand,C3,Beta,0.0,2.0,3.25,4.0,66,34.02269788685454,31.461895900074342,13.601837734721135,10.85064282151711,-7.526745807449743,-20.22664118526355,-12.699895377813808,0.0,-0.0021923887083538
A08,1,Left_Hand,Cz,Mu,0.0,2.0,3.25,4.0,66,33.2775557218563,21.06521521250021,18.321941193828643,9.823003655708908,-36.69843005126368,-46.38666530041019,-9.688235249146516,0.0,-0.0021923887083538
A08,1,Left_Hand,Cz,Beta,0.0,2.0,3.25,4.0,66,39.932009890415415,37.80757317918822,15.156994215245858,11.844797052801724,-5.320134691585,-21.852598974487297,-16.532464282902296,0.0,-0.0021923887083538
A08,1,Left_Hand,C4,Mu,0.0,2.0,3.25,4.0,66,34.58366898184064,21.862173823693198,20.98537937776305,10.41318010485048,-36.78468922666054,-50.37888085127874,-13.594191624618198,0.0,-0.0021923887083538
A08,1,Left_Hand,C4,Beta,0.0,2.0,3.25,4.0,66,37.37028935318155,37.286278908208885,12.417220296914548,10.782265327424012,-0.2248054441823792,-13.16683549454832,-12.942030050365942,0.0,-0.0021923887083538
A08,2,Right_Hand,C3,Mu,0.0,2.0,3.25,4.0,68,22.5235377413031,14.420460358892582,17.295452167156796,8.566365433835637,-35.97604193212925,-50.47041643638989,-14.49437450426064,0.0,-0.0021923887083538
A08,2,Right_Hand,C3,Beta,0.0,2.0,3.25,4.0,68,31.70850967905868,32.17682411973618,12.53641347788597,11.757661745094742,1.4769361455886338,-6.211918059059488,-7.688854204648122,0.0,-0.0021923887083538
A08,2,Right_Hand,Cz,Mu,0.0,2.0,3.25,4.0,68,37.76827960254792,19.400634163965908,21.811935408083706,10.556599140223309,-48.6324652112097,-51.60173114985729,-2.969265938647588,0.0,-0.0021923887083538
A08,2,Right_Hand,Cz,Beta,0.0,2.0,3.25,4.0,68,36.93998412089214,38.79527705208242,13.76304045997913,13.57285488519273,5.02245189147477,-1.381857267218088,-6.4043091586928576,0.0,-0.0021923887083538
A08,2,Right_Hand,C4,Mu,0.0,2.0,3.25,4.0,68,38.53376554101821,22.871602468975045,23.996119240149348,13.217439593773104,-40.645296020631015,-44.91842842796572,-4.2731324073347,0.0,-0.0021923887083538
A08,2,Right_Hand,C4,Beta,0.0,2.0,3.25,4.0,68,35.253604763914815,37.61322697400711,11.537658068959196,12.161373919362958,6.693279243056316,5.405913805694652,-1.2873654373616636,0.0,-0.0021923887083538
A08,3,Feet,C3,Mu,0.0,2.0,3.25,4.0,69,19.89324375673015,11.333697325942593,14.995309223423712,8.634923419689308,-43.02740435627207,-42.415836238966094,0.6115681173059784,0.0,-0.0021923887083538
A08,3,Feet,C3,Beta,0.0,2.0,3.25,4.0,69,31.073788854428585,31.53745361692404,13.158368624399404,11.88015785910268,1.4921410603244014,-9.714051960259386,-11.206193020583788,0.0,-0.0021923887083538
A08,3,Feet,Cz,Mu,0.0,2.0,3.25,4.0,69,34.02596912859981,19.24855538392059,19.64363780074037,9.951035226377371,-43.42981000431798,-49.34219757400125,-5.912387569683276,0.0,-0.0021923887083538
A08,3,Feet,Cz,Beta,0.0,2.0,3.25,4.0,69,36.16089362788031,36.26229103757231,15.14825864548814,13.006332337176564,0.2804062607949962,-14.139752683384511,-14.420158944179509,0.0,-0.0021923887083538
A08,3,Feet,C4,Mu,0.0,2.0,3.25,4.0,69,34.23469963657637,24.33898477618189,21.1504923898946,15.663177403656576,-28.905510974080823,-25.94414770627055,2.961363267810274,0.0,-0.0021923887083538
A08,3,Feet,C4,Beta,0.0,2.0,3.25,4.0,69,34.4598187042694,35.688912354730846,12.625397957114194,11.841237158775993,3.5667443900658977,-6.2109788618289015,-9.777723251894798,0.0,-0.0021923887083538
A08,4,Tongue,C3,Mu,0.0,2.0,3.25,4.0,68,22.1415596200596,18.6061453187879,16.134738097210374,13.624466727671678,-15.967322817081762,-15.558178598340906,0.409144218740856,0.0,-0.0021923887083538
A08,4,Tongue,C3,Beta,0.0,2.0,3.25,4.0,68,33.89889204767037,36.81386838556298,13.340410180112352,14.645931892178188,8.599031301062391,9.78621867273607,1.1871873716736785,0.0,-0.0021923887083538
A08,4,Tongue,Cz,Mu,0.0,2.0,3.25,4.0,68,34.002101163421486,38.11677959640335,18.613766971913627,24.0102465298489,12.101247547043348,28.99187233877886,16.89062479173551,0.0,-0.0021923887083538
A08,4,Tongue,Cz,Beta,0.0,2.0,3.25,4.0,68,40.16025061064671,44.10571576646349,14.850616502628355,17.10703254966001,9.824304121176755,15.194090067790414,5.369785946613657,0.0,-0.0021923887083538
A08,4,Tongue,C4,Mu,0.0,2.0,3.25,4.0,68,37.92870828948588,37.79700361268406,22.107667745034664,24.7074363035502,-0.3472427159833715,11.759578570196853,12.106821286180224,0.0,-0.0021923887083538
A08,4,Tongue,C4,Beta,0.0,2.0,3.25,4.0,68,39.08910994934732,38.41470740631405,13.390219208909986,12.564343995343178,-1.7252952136980482,-6.167749763328753,-4.442454549630705,0.0,-0.0021923887083538
A09,1,Left_Hand,C3,Mu,0.0,2.0,3.25,4.0,65,56.51298277407613,13.667283584090953,55.96192656026132,12.103821440775606,-75.81567471189784,-78.37132817837738,-2.5556534664795407,-0.0189393939393939,-0.0152709976238667
A09,1,Left_Hand,C3,Beta,0.0,2.0,3.25,4.0,65,15.235865730035798,9.416602862523948,13.20246545990516,7.1878546181191645,-38.1945008614735,-45.55672468942589,-7.362223827952391,-0.0189393939393939,-0.0152709976238667
A09,1,Left_Hand,Cz,Mu,0.0,2.0,3.25,4.0,65,41.917042798194245,20.895966503219245,32.4831010583553,16.896973413465247,-50.14923499298016,-47.9822650457214,2.166969947258764,-0.0189393939393939,-0.0152709976238667
A09,1,Left_Hand,Cz,Beta,0.0,2.0,3.25,4.0,65,15.89008455121461,11.810286806820104,11.842443623824698,8.347014202085324,-25.6751166505429,-29.516116206852384,-3.840999556309484,-0.0189393939393939,-0.0152709976238667
A09,1,Left_Hand,C4,Mu,0.0,2.0,3.25,4.0,65,86.20796619368632,25.496015080403414,65.10873308984675,16.816506315093857,-70.42498946892987,-74.17165790664568,-3.746668437715812,-0.0189393939393939,-0.0152709976238667
A09,1,Left_Hand,C4,Beta,0.0,2.0,3.25,4.0,65,20.05806719882954,11.517790804798013,15.80084229393959,7.621570887391038,-42.57776339750951,-51.76478098060121,-9.187017583091702,-0.0189393939393939,-0.0152709976238667
A09,2,Right_Hand,C3,Mu,0.0,2.0,3.25,4.0,65,68.237805613671,43.42215902746434,66.87278889574277,40.93694599748476,-36.36641941081799,-38.78385113965054,-2.417431728832547,-0.0189393939393939,-0.0152709976238667
A09,2,Right_Hand,C3,Beta,0.0,2.0,3.25,4.0,65,17.325920605542514,15.37681298598611,15.144101160157334,12.486653171310053,-11.249662652458293,-17.547743248299184,-6.298080595840892,-0.0189393939393939,-0.0152709976238667
A09,2,Right_Hand,Cz,Mu,0.0,2.0,3.25,4.0,65,46.150556226041786,30.87489928847592,35.61144916088399,24.125191551624145,-33.09961609725043,-32.25439536977944,0.8452207274709949,-0.0189393939393939,-0.0152709976238667
A09,2,Right_Hand,Cz,Beta,0.0,2.0,3.25,4.0,65,17.635632819470988,16.101289798437982,13.329612161369267,10.910185707190802,-8.700243630264834,-18.150764064914483,-9.450520434649649,-0.0189393939393939,-0.0152709976238667
A09,2,Right_Hand,C4,Mu,0.0,2.0,3.25,4.0,65,100.07305597210284,61.15742898279726,80.37214130883872,47.0548592299664,-38.88721755449701,-41.45376934881779,-2.566551794320773,-0.0189393939393939,-0.0152709976238667
A09,2,Right_Hand,C4,Beta,0.0,2.0,3.25,4.0,65,23.039960584657635,21.18838983002105,18.186155297217564,16.070330845892197,-8.036345148391755,-11.6342592304211,-3.5979140820293445,-0.0189393939393939,-0.0152709976238667
A09,3,Feet,C3,Mu,0.0,2.0,3.25,4.0,69,66.22008185307453,44.70748688559892,64.25872547197703,44.80010684167469,-32.48651219611334,-30.281675348179544,2.2048368479337945,-0.0189393939393939,-0.0152709976238667
A09,3,Feet,C3,Beta,0.0,2.0,3.25,4.0,69,18.234868942887463,15.856905539318108,15.847813630239743,13.722683796085342,-13.040748529737872,-13.40960894504234,-0.3688604153044679,-0.0189393939393939,-0.0152709976238667
A09,3,Feet,Cz,Mu,0.0,2.0,3.25,4.0,69,48.66586819609142,29.67856359817776,36.265580422004135,23.30861861992964,-39.01564957478397,-35.72798684400072,3.2876627307832464,-0.0189393939393939,-0.0152709976238667
A09,3,Feet,Cz,Beta,0.0,2.0,3.25,4.0,69,18.13093201101081,15.594986953357695,13.49912791888911,11.611725748627066,-13.986843346568753,-13.981660012428604,0.005183334140149,-0.0189393939393939,-0.0152709976238667
A09,3,Feet,C4,Mu,0.0,2.0,3.25,4.0,69,106.7228179742402,80.67443394479875,83.51028993902558,66.65763263936631,-24.407511461821148,-20.180336233970586,4.227175227850566,-0.0189393939393939,-0.0152709976238667
A09,3,Feet,C4,Beta,0.0,2.0,3.25,4.0,69,24.824370244894972,21.260123635888466,19.658614689516124,16.461938934971364,-14.357853084870657,-16.260941093928526,-1.9030880090578692,-0.0189393939393939,-0.0152709976238667
A09,4,Tongue,C3,Mu,0.0,2.0,3.25,4.0,65,63.10897744924748,71.26998008382739,62.48874807400804,69.6315905291268,12.931603338277666,11.430605789476004,-1.5009975488016618,-0.0189393939393939,-0.0152709976238667
A09,4,Tongue,C3,Beta,0.0,2.0,3.25,4.0,65,17.355492189887567,19.91276125595725,14.806916789176004,17.70702248189784,14.734638684344327,19.58615513286092,4.851516448516591,-0.0189393939393939,-0.0152709976238667
A09,4,Tongue,Cz,Mu,0.0,2.0,3.25,4.0,65,48.72248787901099,53.44289032332697,38.2655899272586,47.05256763372512,9.688344437660316,22.963131427399887,13.274786989739573,-0.0189393939393939,-0.0152709976238667
A09,4,Tongue,Cz,Beta,0.0,2.0,3.25,4.0,65,17.74201566350801,18.3550704072295,13.40519507257115,13.375475962803268,3.4553838489861968,-0.2216984505409329,-3.6770822995271297,-0.0189393939393939,-0.0152709976238667
A09,4,Tongue,C4,Mu,0.0,2.0,3.25,4.0,65,107.02550314899182,83.80623267643479,83.62225021028429,71.47561695935015,-21.695081816371296,-14.525599610616728,7.169482205754569,-0.0189393939393939,-0.0152709976238667
A09,4,Tongue,C4,Beta,0.0,2.0,3.25,4.0,65,23.475237608187125,23.218750302407532,18.4438207794988,17.604131829684157,-1.0925866228085703,-4.552684391446428,-3.460097768637858,-0.0189393939393939,-0.0152709976238667
