Metric,Raw_Mean,Clean_Mean,Mean_Change,Wilcoxon_W,Wilcoxon_p
Within_Class_Distance,14.057685461123857,13.986126502089684,-0.0715589590341689,16.0,0.49609375
Between_Class_Distance,6.144410574332342,6.274401139941637,0.1299905656092954,15.0,0.42578125
Separation_Ratio,0.4406193451445065,0.4507412281026596,0.0101218829581531,15.0,0.42578125
Silhouette,-0.0005143949219537,0.0015032917894024,0.0020176867113561,14.0,0.359375
