Class,Pearson_r,Pearson_p,Spearman_rho,Spearman_p
Left_Hand,0.7588807611568709,0.0177378383756867,0.1333333333333333,0.7323675052362975
Right_Hand,-0.0352162913129017,0.9283320637086228,0.0333333333333333,0.932156735540504
Feet,-0.6614719090029926,0.0523398322062545,-0.6610936529170212,0.0525228604670889
Tongue,-0.7696288827963683,0.0152946680849914,-0.5355695416036628,0.1372619794414504
