Subject,Best_Validation_Accuracy,Raw_Accuracy,Clean_Accuracy,Delta_Accuracy,Raw_F1,Clean_F1,Delta_F1,Raw_Mean_Margin,Clean_Mean_Margin,Delta_Mean_Margin
A01,0.7272727272727273,0.6014234875444839,0.5800711743772242,-0.0213523131672597,0.5871321518757415,0.5671075156115142,-0.0200246362642273,0.1727781478461421,0.1921190100314354,0.0193408621852932
A02,0.4444444444444444,0.2720848056537102,0.3074204946996466,0.0353356890459364,0.2203841395734227,0.3082543367699464,0.0878701971965237,-0.6431479929656765,-0.2327433383164683,0.410404654649208
A03,0.7407407407407407,0.6373626373626373,0.6336996336996337,-0.0036630036630036,0.5959076890510533,0.5816709441158058,-0.0142367449352475,0.5073882749665788,0.5234535791716732,0.0160653042050945
A04,0.4716981132075472,0.3903508771929824,0.3771929824561403,-0.013157894736842,0.3918201333614867,0.377655222963068,-0.0141649103984187,-0.3049457786245304,-0.2783359900247632,0.0266097885997671
A05,0.4339622641509434,0.3260869565217391,0.3731884057971014,0.0471014492753623,0.2939909890269603,0.3513327329906432,0.0573417439636829,-0.2254890766858622,-0.1500118974582764,0.0754771792275858
A06,0.5454545454545454,0.4976744186046511,0.5069767441860465,0.0093023255813953,0.4904331779331778,0.5020171787235255,0.0115840007903476,-0.1001796076464098,-0.0823332588686499,0.0178463487777599
A07,0.509090909090909,0.3862815884476534,0.4223826714801444,0.0361010830324909,0.3805006602465322,0.4167840069534985,0.0362833467069663,-0.3491480166247175,-0.3165351392882826,0.0326128773364349
A08,0.660377358490566,0.6863468634686347,0.6273062730627307,-0.059040590405904,0.6817753936563588,0.6299782549686507,-0.051797138687708,0.918893843339378,0.6348216635934542,-0.2840721797459239
A09,0.875,0.6439393939393939,0.6287878787878788,-0.0151515151515151,0.6387300363458207,0.6281710521117301,-0.0105589842340906,0.5791557590392503,0.5430631831739888,-0.0360925758652614
