Subject,Feature_Dimension,Raw_Best_Validation,Clean_Best_Validation,Raw_Test_Accuracy,Clean_Test_Accuracy,Delta_Accuracy,Raw_Test_F1,Clean_Test_F1,Delta_F1,Raw_Within_Class_Distance,Clean_Within_Class_Distance,Delta_Within_Class_Distance,Raw_Between_Class_Distance,Clean_Between_Class_Distance,Delta_Between_Class_Distance,Raw_Separation_Ratio,Clean_Separation_Ratio,Delta_Separation_Ratio,Raw_Silhouette,Clean_Silhouette,Delta_Silhouette,Delta_Left_vs_Right,Delta_Left_vs_Feet,Delta_Left_vs_Tongue,Delta_Right_vs_Feet,Delta_Right_vs_Tongue,Delta_Feet_vs_Tongue,Performance_Group
A01,224,0.7090909090909091,0.7272727272727273,0.6227758007117438,0.6263345195729537,0.0035587188612099,0.6150849154850597,0.6206333211982525,0.0055484057131928,13.41642799356664,13.75435066977238,0.337922676205741,8.650707765401426,7.990474679235137,-0.6602330861662891,0.6447847198635552,0.5809416141174603,-0.0638431057460949,-0.0024668426504109,0.0062882742326766,0.0087551168830875,0.8949314649236833,-0.3717689810455535,-1.04306099734411,-1.7275320169844068,-1.861574511648186,0.1476065251008345,Improved
A02,224,0.5185185185185185,0.4074074074074074,0.342756183745583,0.2968197879858657,-0.0459363957597173,0.3286963549329631,0.2564264503180311,-0.072269904614932,14.24754141309046,13.758832782742893,-0.4887086303475705,2.782961712289635,2.387541144901465,-0.3954205673881699,0.1953292593859516,0.1735278844217116,-0.02180137496424,-0.0226193458989939,-0.0303943802528146,-0.0077750343538206,-0.2732439750507951,-0.5109122902931409,0.3204966052232674,-0.8044243669756459,-0.2050469325377752,-0.8993924446949288,Not_Improved
A03,224,0.8518518518518519,0.8888888888888888,0.6923076923076923,0.7216117216117216,0.0293040293040293,0.6770762367227954,0.7011443249307328,0.0240680882079373,13.824885047424065,13.838729477393407,0.013844429969346,7.886699494759412,8.045493303979702,0.15879380922029,0.5704712529402847,0.5813751412022767,0.010903888261992,0.0088621162664096,0.0190387036058101,0.0101765873394004,0.6486138863392945,0.3808831554050282,-0.2695376090663099,0.8981951993171204,-0.373218426224069,-0.3321733504493229,Improved
A04,224,0.3962264150943396,0.5471698113207547,0.4385964912280701,0.4649122807017544,0.0263157894736842,0.4330969183721477,0.463622919656061,0.0305260012839133,14.012529946688542,14.106477515102656,0.093947568414114,6.310131212019139,6.292829349678808,-0.0173018623403313,0.4503206227588014,0.4460950186140791,-0.0042256041447223,-0.0112538092687419,-0.0084550860466939,0.002798723222048,0.5189734363630434,-0.1945729344847677,0.3508982459616785,-0.3169668859331329,0.1636429402172652,-0.6257859761660729,Improved
A05,224,0.3962264150943396,0.4150943396226415,0.3152173913043478,0.3188405797101449,0.003623188405797,0.2458182770358732,0.2479433542173665,0.0021250771814932,14.643732454814328,14.687679878879331,0.0439474240650046,3.0534950329206523,3.1804988734901265,0.1270038405694742,0.2085189033835956,0.2165419521475027,0.008023048763907,-0.0146016178857956,-0.0097333206956032,0.0048682971901924,-0.7334295442133474,0.3796898406779729,0.2318654654447312,-0.2343218106808793,-0.0320180902873445,1.1502371824757125,Improved
A06,224,0.5454545454545454,0.4090909090909091,0.4511627906976744,0.4837209302325581,0.0325581395348837,0.4432450739825371,0.4770785962426799,0.0338335222601428,14.374527641795671,14.22243074697411,-0.152096894821561,4.63077174205822,4.802205615504717,0.1714338734464977,0.3221512287188967,0.3376501317488509,0.0154989030299542,-0.0099000362209027,-0.0108513226769443,-0.0009512864560416,-1.187202351383493,0.7523013960676419,1.9301987803326304,-0.5481141238716294,-0.1005995583632604,0.1820190978970917,Improved
A07,224,0.5818181818181818,0.5636363636363636,0.4548736462093863,0.5306859205776173,0.075812274368231,0.4498733765374632,0.5227524518135237,0.0728790752760605,14.268346221581314,13.984456848049632,-0.2838893735316823,5.925430638017296,6.990975683248169,1.0655450452308726,0.4152850334578298,0.4999104190609432,0.0846253856031133,-0.0065348455758242,-0.0120414541514017,-0.0055066085755774,-0.043618101793168,1.9046800392983547,0.0745505525700087,2.916178615782236,0.9444092133543088,0.5970699521734888,Improved
A08,224,0.7169811320754716,0.7358490566037735,0.6568265682656826,0.6863468634686347,0.029520295202952,0.6560994137607762,0.6738229166953329,0.0177235029345567,13.947218572904497,13.929580595067284,-0.0176379778372108,7.50443408110583,7.774200783913886,0.2697667028080559,0.5380595451257089,0.5581073120512237,0.0200477669255148,0.0194856227151342,0.0227355310455461,0.0032499083304119,0.6832766565990909,1.1103258581254627,-0.0602777496124851,-0.3760283610381174,0.1838004590968704,0.0775033536775131,Improved
A09,224,0.875,0.8333333333333334,0.6590909090909091,0.7196969696969697,0.0606060606060606,0.6582576519785905,0.7177424124801302,0.0594847605015396,13.78395985824917,13.592600004825467,-0.1913598534237017,8.555063490419467,9.005390825522726,0.4503273351032586,0.620653540665935,0.6625215795598891,0.041868038893954,0.0343992042215417,0.0369426810440466,0.0025434768225049,0.3110828273057802,0.093914219618318,1.926895107094328,-0.5783965072221458,0.4821759288944927,0.466292434928782,Improved
