Subject,Predicted_Condition,Actual_Best_Condition,Action_Prediction_Correct,Nearest_Training_Subject,Nearest_Distance,Selected_Features,Inner_Action_Accuracy,Adaptive_Accuracy,Adaptive_F1,Raw_Accuracy,Raw_F1,All_Clean_Accuracy,All_Clean_F1,Oracle_Accuracy,Oracle_F1,Adaptive_Accuracy_Improvement,Adaptive_F1_Improvement,Accuracy_Regret,F1_Regret
A01,Alpha_Mu_Clean,Raw,0,A06,0.2408247975537893,EOG_Gamma_R2+Gamma_Relative_Power,0.625,0.5836298932384342,0.56360469099629,0.6227758007117438,0.6150849154850597,0.5871886120996441,0.5697533583183418,0.6227758007117438,0.6150849154850597,-0.0391459074733095,-0.0514802244887697,0.0391459074733095,0.0514802244887697
A02,All_Clean,All_Clean,1,A08,0.0586141484556554,EOG_Gamma_R2,0.25,0.3674911660777385,0.3585828275971122,0.342756183745583,0.3286963549329631,0.3674911660777385,0.3585828275971122,0.3674911660777385,0.3585828275971122,0.0247349823321555,0.029886472664149,0.0,0.0
A03,All_Clean,Gamma_Clean,0,A02,0.2498661842529101,EOG_Gamma_R2,0.5,0.7032967032967034,0.6755924093026737,0.6923076923076923,0.6770762367227954,0.7032967032967034,0.6755924093026737,0.706959706959707,0.6941171861644538,0.010989010989011,-0.0014838274201216,0.0036630036630036,0.0185247768617801
A04,Alpha_Mu_Clean,Alpha_Mu_Clean,1,A06,0.2274869539917238,EOG_Gamma_R2,0.25,0.5131578947368421,0.5098628179134944,0.4385964912280701,0.4330969183721477,0.5087719298245614,0.5089476408412336,0.5131578947368421,0.5098628179134944,0.074561403508772,0.0767658995413467,0.0,0.0
A05,Raw,Alpha_Mu_Clean,0,A01,0.4322884808269469,EOG_Gamma_R2,0.5,0.3152173913043478,0.2458182770358732,0.3152173913043478,0.2458182770358732,0.3442028985507246,0.2866100043493601,0.3840579710144927,0.3800229181331034,0.0,0.0,0.0688405797101449,0.1342046410972302
A06,Raw,Alpha_Mu_Clean,0,A01,0.0066875192202831,Gamma_Relative_Power,0.375,0.4511627906976744,0.4432450739825371,0.4511627906976744,0.4432450739825371,0.4651162790697674,0.4547691181005242,0.4976744186046511,0.4885073701611792,0.0,0.0,0.0465116279069767,0.045262296178642
A07,All_Clean,Beta_Clean,0,A09,0.2503692715951897,EOG_Gamma_R2,0.5,0.4909747292418772,0.4778662020610823,0.4584837545126354,0.4535917655575161,0.4909747292418772,0.4778662020610823,0.5487364620938628,0.5469820535415119,0.0324909747292417,0.0242744365035662,0.0577617328519856,0.0691158514804295
A08,All_Clean,All_Clean,1,A02,0.0593586828217598,EOG_Gamma_R2,0.25,0.6900369003690037,0.6806904293046201,0.6568265682656826,0.6565976390556222,0.6900369003690037,0.6806904293046201,0.6900369003690037,0.6806904293046201,0.033210332103321,0.0240927902489979,0.0,0.0
A09,Beta_Clean,All_Clean,0,A07,0.237718577454201,EOG_Gamma_R2,0.5,0.7007575757575758,0.7032144275725952,0.6590909090909091,0.6582576519785905,0.7386363636363636,0.7386075368691581,0.7386363636363636,0.7386075368691581,0.0416666666666667,0.0449567755940046,0.0378787878787878,0.0353931092965629
