Window,Pearson_r,p,Mean_Class_R2_Change
Early_0_1s,-0.1426916455461906,0.7141981285650144,0.0006978078251783
Middle_1_2s,0.3994211840006952,0.286868178157777,0.0032039646689356
Late_2_4s,-0.0199979962991161,0.9592739911714308,0.0482637984976411
