Feature,Outcome,OLS_Slope_Per_SD,OLS_Intercept,Huber_Slope_Per_SD,Huber_Intercept,Slope_Difference
EOG_Gamma_R2,Delta_Accuracy,-0.0106683249423404,-0.0032875006072293,-0.0044788612314334,-0.0080150326163181,0.006189463710907
EOG_Gamma_R2,Delta_F1,-0.0087730954160101,0.003262038391181,-0.0024548029042578,-0.0072506122001697,0.0063182925117523
Delta_Theta_R2,Delta_Accuracy,0.0002405781295132,-0.0032875006072293,0.0033539092159418,-0.0102648738052692,0.0031133310864285
Delta_Theta_R2,Delta_F1,-0.0070946241230034,0.003262038391181,0.0027058024282684,-0.0091041163063274,0.0098004265512719
Delta_Alpha_Mu_R2,Delta_Accuracy,-0.0172056993687143,-0.0032875006072293,-0.013370188601425,-0.0042973092993702,0.0038355107672893
Delta_Alpha_Mu_R2,Delta_F1,-0.0261355628514015,0.003262038391181,-0.0268768031804559,0.0048313935298881,-0.0007412403290544
Gamma_Relative_Power,Delta_Accuracy,-0.0049672696457724,-0.0032875006072293,0.0006274184526363,-0.0090056328781438,0.0055946880984088
Gamma_Relative_Power,Delta_F1,-0.0067690132397776,0.003262038391181,0.0004400136115656,-0.0081037399848981,0.0072090268513433
