Class,Pearson_r,Pearson_p,Spearman_rho,Spearman_p
Left_Hand,-0.7723322133932982,0.0147177021086214,-0.1525642883146823,0.6951640920239026
Right_Hand,0.0458012325645762,0.9068574511778092,-0.075314466788015,0.8472940220818164
Feet,0.6515049197853525,0.057299340991626,0.6610936529170212,0.0525228604670889
Tongue,0.7861341787873656,0.0119978379121089,0.5462377744304117,0.1281140166970668
