Subject,Raw_ERD_ERS_Percent,Clean_ERD_ERS_Percent,Delta_ERD_ERS_Percent,Delta_Accuracy,Delta_F1
A01,-12.481392793661117,-15.687668698573122,-3.206275904912005,-0.0249110320284697,-0.027914278507571
A02,-13.73498213388118,-12.07336600527517,1.6616161286060092,-0.0388692579505299,-0.0270823723691391
A03,-22.79620951078772,-28.57094614137873,-5.774736630591012,-0.0036630036630036,-0.0015693192651327
A04,-17.549076190419648,-18.501872185602178,-0.95279599518253,-0.0263157894736841,-0.0274821218015374
A05,-17.378491138849956,-14.739956229427456,2.638534909422501,0.0217391304347825,0.0625057563718594
A06,-8.87648990479848,-9.341925255430208,-0.4654353506317244,0.0,0.0024605276447511
A07,-38.46427547924933,-40.76356468191052,-2.2992892026611926,0.0613718411552346,0.0659035397796197
A08,-14.161065036774128,-18.921304926006503,-4.760239889232372,0.0,-0.0021923887083538
A09,-23.26873337086755,-24.26458141624684,-0.9958480453792864,-0.0189393939393939,-0.0152709976238667
