Response_Group,count,mean,median,std,min,max
Harmed,5,-0.5884193312584902,-0.4236548786373331,0.5073187723601648,-1.4279571827471442,-0.1595574177929548
Responder,4,0.7355241640731127,0.8213646502241891,0.3779485934422566,0.2131669162443375,1.0862004395997351
