Observed_Nested_Balanced_Accuracy,Number_of_Balanced_Permutations,Observed_Responders,Observed_Harmed,Permutations_At_Least_As_Extreme,Exact_Conditional_Permutation_p,Permutation_Mean_Balanced_Accuracy,Permutation_Median_Balanced_Accuracy,Permutation_SD_Balanced_Accuracy,Permutation_Min_Balanced_Accuracy,Permutation_Max_Balanced_Accuracy,Observed_Rank_From_Top
1.0,126,4,5,1,0.0079365079365079,0.4466269841269841,0.425,0.2377678105758466,0.0,1.0,1
