Subject,Response_Group,Component_Low_Gamma_EOG,Component_More_Negative_Theta,Component_More_Negative_AlphaMu,Component_Low_Gamma_Power
A01,Harmed,0.1764695376735473,-0.4359342456770471,-0.3574820416141218,-0.0212829215541976
A02,Harmed,-1.2278394558419934,0.171462404190389,0.1440286601445575,-0.1328814562146741
A03,Harmed,-0.9793890866363748,-1.4664431328722547,-0.9020686435464128,-2.3639278679335347
A04,Responder,0.6686824930185638,0.6466377698614785,-0.70509118853841,0.2424385906357178
A05,Responder,-0.2830554860158886,1.3826526898319338,1.4922142775732667,0.3145186963771481
A06,Harmed,0.4332586682969325,-1.1890488061811129,-0.9103976027051288,-0.0284317739600229
A07,Responder,1.3627031480109122,0.0037615685682774,1.5020342509203273,0.7960880565275366
A08,Harmed,-1.2834631998784287,-0.4205696467166662,-0.9043735812538494,-0.0700724328894111
A09,Responder,1.1326333813727285,1.3074813989950025,0.6411358690197707,1.2635511090114393
