Subject,Window_Start_s,Window_End_s,Window_Center_s,Raw_Left_Hand_Lateralization,Clean_Left_Hand_Lateralization,Delta_Left_Hand_Lateralization,Raw_Right_Hand_Lateralization,Clean_Right_Hand_Lateralization,Delta_Right_Hand_Lateralization
A03,2.1,2.6,2.35,-0.03281821108441,-0.0972644449183815,-0.0644462338339715,-0.0045443404645549,0.0173588811423142,0.0219032216068691
A03,2.2,2.7,2.45,0.0266343773556477,-0.0150379574058916,-0.0416723347615394,0.0268268288190967,0.111231093859271,0.0844042650401742
A03,2.3000000000000003,2.8000000000000003,2.5500000000000003,-0.0309307758596872,-0.0326213713790942,-0.001690595519407,0.0484566380073297,0.1634645698239217,0.115007931816592
A03,2.4000000000000004,2.9000000000000004,2.6500000000000004,-0.043342766230907,-0.0566029238624963,-0.0132601576315892,0.0837644535216945,0.1959750702558872,0.1122106167341927
A03,2.5000000000000004,3.0000000000000004,2.7500000000000004,-0.0944230050242261,-0.0997836845200661,-0.00536067949584,0.0949369948433209,0.1848857145864697,0.0899487197431488
A03,2.6000000000000005,3.1000000000000005,2.8500000000000005,-0.0609921581832021,-0.069686713525994,-0.0086945553427918,0.0574987719686504,0.1653637982691145,0.107865026300464
A03,2.7000000000000006,3.2000000000000006,2.9500000000000006,0.012496786998577,-0.0038147664538991,-0.0163115534524762,0.0202515204001899,0.0917926633282038,0.0715411429280138
A03,2.8000000000000007,3.3000000000000007,3.0500000000000007,-0.0384752956020362,-0.0231651783295335,0.0153101172725027,0.065132062443437,0.1416345206259593,0.0765024581825222
A03,2.900000000000001,3.400000000000001,3.150000000000001,-0.0647321565022966,-0.0878894869591416,-0.023157330456845,0.0090417624855937,0.0842948534658539,0.0752530909802602
A03,3.000000000000001,3.500000000000001,3.250000000000001,-0.0389505574174574,-0.0848637538913313,-0.0459131964738739,-0.0428173173156337,0.0115468253521596,0.0543641426677934
A03,3.100000000000001,3.600000000000001,3.350000000000001,0.0120626083601817,-0.0221885457301889,-0.0342511540903706,-0.0392437362697916,0.0348825892573785,0.0741263255271702
A03,3.200000000000001,3.700000000000001,3.450000000000001,-0.0076864770547257,-0.0411407894652581,-0.0334543124105323,0.0353569612275943,0.1162063227292296,0.0808493615016353
A03,3.300000000000001,3.800000000000001,3.550000000000001,0.0052142074838817,-0.0142557814976738,-0.0194699889815556,0.0423336549226044,0.1044102709106499,0.0620766159880455
A03,3.400000000000001,3.900000000000001,3.650000000000001,0.0509443691422801,0.0435857312645247,-0.0073586378777553,0.0230342838862602,0.0720515658942544,0.0490172820079942
A03,3.5000000000000013,4.000000000000002,3.7500000000000018,0.0246331696644388,0.0205819645028622,-0.0040512051615765,0.0574611526437839,0.0835732519228166,0.0261120992790327
A04,2.0,2.5,2.25,-0.2667968104979755,-0.204024223974613,0.0627725865233625,0.3141074556761287,0.3356577493574376,0.0215502936813088
A04,2.1,2.6,2.35,-0.1362552104050492,-0.0893351731065081,0.046920037298541,0.3034328236545098,0.3290047143785724,0.0255718907240626
A04,2.2,2.7,2.45,-0.0851604748332184,-0.0664902212126329,0.0186702536205854,0.2169649514694094,0.2396452972812699,0.0226803458118605
A04,2.3000000000000003,2.8000000000000003,2.5500000000000003,-0.1599016858255053,-0.1664192427376102,-0.0065175569121048,0.1668784042420097,0.2136595490918239,0.0467811448498141
A04,2.4000000000000004,2.9000000000000004,2.6500000000000004,-0.2772415022271899,-0.3268972055323794,-0.0496557033051894,0.1737441224496755,0.2573827454300629,0.0836386229803873
A04,2.5000000000000004,3.0000000000000004,2.7500000000000004,-0.3956047836226143,-0.4128645429548124,-0.017259759332198,0.3092129566216629,0.3626144784213399,0.053401521799677
A04,2.6000000000000005,3.1000000000000005,2.8500000000000005,-0.4073104662937016,-0.3794256261883596,0.027884840105342,0.3416785642420623,0.386377574576206,0.0446990103341436
A04,2.7000000000000006,3.2000000000000006,2.9500000000000006,-0.3330168601151006,-0.3018245111638125,0.031192348951288,0.2574024457814496,0.2869399605979535,0.0295375148165039
A04,2.8000000000000007,3.3000000000000007,3.0500000000000007,-0.1747941072144708,-0.1356248328134899,0.0391692744009809,0.1413452357484721,0.1326273861419369,-0.0087178496065352
A04,2.900000000000001,3.400000000000001,3.150000000000001,-0.1138268338701396,-0.0923666782456144,0.0214601556245251,0.1286780214311803,0.1439369930954623,0.015258971664282
A04,3.000000000000001,3.500000000000001,3.250000000000001,-0.2211879211615241,-0.1947365531230303,0.0264513680384937,0.2816188839793092,0.3011343498873388,0.0195154659080296
A04,3.100000000000001,3.600000000000001,3.350000000000001,-0.2123564366714733,-0.1880361514019101,0.0243202852695631,0.2937814958276466,0.3138432383367535,0.0200617425091069
A04,3.200000000000001,3.700000000000001,3.450000000000001,-0.1287895764849386,-0.1184090518818686,0.0103805246030699,0.2008376784015203,0.2478498888325881,0.0470122104310677
A04,3.300000000000001,3.800000000000001,3.550000000000001,-0.085697201604871,-0.1079071049947466,-0.0222099033898755,0.1858543851103921,0.2423277356660945,0.0564733505557024
A04,3.400000000000001,3.900000000000001,3.650000000000001,-0.0616612189477479,-0.0711446720176132,-0.0094834530698653,0.1610939786853705,0.2111811034888227,0.0500871248034522
A04,3.5000000000000013,4.000000000000002,3.7500000000000018,-0.0373814860196788,-0.0237477542146403,0.0136337318050385,0.1988624045238895,0.2192979570514193,0.0204355525275297
A05,2.0,2.5,2.25,-0.0275972410340768,0.0212441585232292,0.0488413995573061,-0.0089148157407862,0.1158583663388055,0.1247731820795917
A05,2.1,2.6,2.35,-0.054183350125374,0.0176106141435117,0.0717939642688857,-0.0023514619157341,0.0638950838299358,0.0662465457456699
A05,2.2,2.7,2.45,-0.041675269137322,0.0181920827183225,0.0598673518556446,-0.0401033038533455,-0.0245486501322005,0.015554653721145
A05,2.3000000000000003,2.8000000000000003,2.5500000000000003,-0.0089753156744285,0.036384509330164,0.0453598250045925,-0.0494825625070472,-0.0651949915039159,-0.0157124289968687
A05,2.4000000000000004,2.9000000000000004,2.6500000000000004,-0.0031739563744654,0.0150063388360441,0.0181802952105095,-0.0174309379917886,-0.0167026864687702,0.0007282515230183
A05,2.5000000000000004,3.0000000000000004,2.7500000000000004,0.0294922112671014,0.0423137266966996,0.0128215154295981,-0.0212702836107759,-0.0158788395845971,0.0053914440261788
A05,2.6000000000000005,3.1000000000000005,2.8500000000000005,0.0436896130444902,0.0619928941771417,0.0183032811326514,-0.0432673708366681,-0.0171312395999538,0.0261361312367143
A05,2.7000000000000006,3.2000000000000006,2.9500000000000006,0.0167670200934962,0.0381226631217324,0.0213556430282361,-0.0424221832998322,0.0045141012388855,0.0469362845387178
A05,2.8000000000000007,3.3000000000000007,3.0500000000000007,-0.0199677891138156,-0.0011335513439024,0.0188342377699131,-0.0126905488771737,0.0313402040807895,0.0440307529579632
A05,2.900000000000001,3.400000000000001,3.150000000000001,-0.0299608264070807,-0.0004919216940469,0.0294689047130338,0.0382804830799626,0.0897073930556236,0.051426909975661
A05,3.000000000000001,3.500000000000001,3.250000000000001,0.0013760718487195,0.0307159573023091,0.0293398854535896,0.0387664411483987,0.068780978512227,0.0300145373638282
A05,3.100000000000001,3.600000000000001,3.350000000000001,0.0221277109579964,0.0408242727512198,0.0186965617932234,-0.0101988810471243,-0.0221513967633084,-0.011952515716184
A05,3.200000000000001,3.700000000000001,3.450000000000001,-0.0121408114232425,-0.0042316378217516,0.0079091736014909,0.0022380244845661,-0.0061407589873538,-0.0083787834719199
A05,3.300000000000001,3.800000000000001,3.550000000000001,-0.0579358804454927,-0.0359983990775666,0.0219374813679261,0.0261196905382888,0.0166685878722823,-0.0094511026660064
A05,3.400000000000001,3.900000000000001,3.650000000000001,-0.0647507670301288,-0.048410527805592,0.0163402392245368,0.0236780696300804,0.0298262031333726,0.0061481335032922
A05,3.5000000000000013,4.000000000000002,3.7500000000000018,-0.0216334607269206,-0.0098902770004795,0.011743183726441,0.0158523000954915,0.0418942231722907,0.0260419230767991
A06,2.0,2.5,2.25,0.0860216080985448,0.0778784428994398,-0.0081431651991049,0.1020664432577597,0.0943808008364932,-0.0076856424212665
A06,2.1,2.6,2.35,0.1005767685096864,0.0373742039905527,-0.0632025645191336,0.0275652667177677,0.0269162024561301,-0.0006490642616375
A06,2.2,2.7,2.45,0.163738937152159,0.1297566556764642,-0.0339822814756948,-0.0080139434110339,-0.0229788841856277,-0.0149649407745937
A06,2.3000000000000003,2.8000000000000003,2.5500000000000003,0.1880832461210925,0.2386987184002635,0.0506154722791709,0.1037608924276192,0.084218049734416,-0.0195428426932031
A06,2.4000000000000004,2.9000000000000004,2.6500000000000004,0.2497519079784124,0.2591172383045097,0.0093653303260972,0.1140969120389532,0.121126143118596,0.0070292310796427
A06,2.5000000000000004,3.0000000000000004,2.7500000000000004,0.2104332283008317,0.138612772965909,-0.0718204553349227,0.0290920875496803,-0.0103744240817775,-0.0394665116314579
A06,2.6000000000000005,3.1000000000000005,2.8500000000000005,0.0688849051811013,0.0340201308908904,-0.0348647742902108,0.0698605907656459,0.0025288229449377,-0.0673317678207081
A06,2.7000000000000006,3.2000000000000006,2.9500000000000006,0.0536576878492292,0.0641309727589409,0.0104732849097117,0.0825066259341705,0.0096273281068381,-0.0728792978273323
A06,2.8000000000000007,3.3000000000000007,3.0500000000000007,0.0684102660960797,0.0730941297758368,0.004683863679757,-0.0129259924862449,-0.0662817328914961,-0.0533557404052512
A06,2.900000000000001,3.400000000000001,3.150000000000001,0.0283662522040928,0.0113465882812291,-0.0170196639228636,0.0109162873103161,-0.0238083873039423,-0.0347246746142585
A06,3.000000000000001,3.500000000000001,3.250000000000001,0.0138718518838581,0.0289786578777777,0.0151068059939195,0.103556266776161,0.0714802536212333,-0.0320760131549276
A06,3.100000000000001,3.600000000000001,3.350000000000001,0.0079905637031351,0.0370996081912777,0.0291090444881426,0.0993275977718765,0.0686550823784213,-0.0306725153934552
A06,3.200000000000001,3.700000000000001,3.450000000000001,0.0026962246623374,-0.003041510141299,-0.0057377348036365,0.1023473251981713,0.0559366228122587,-0.0464107023859126
A06,3.300000000000001,3.800000000000001,3.550000000000001,-0.0204305258321831,0.0131990556966466,0.0336295815288297,0.1131285728106751,0.0234049051936684,-0.0897236676170066
A06,3.400000000000001,3.900000000000001,3.650000000000001,0.0772437224461265,0.1061738951930004,0.0289301727468738,0.1453224531566536,0.0264575036847407,-0.1188649494719129
A06,3.5000000000000013,4.000000000000002,3.7500000000000018,0.0919210552672774,0.1110963843405704,0.0191753290732929,0.2321450084319868,0.1077454078045977,-0.1243996006273891
A07,2.0,2.5,2.25,0.0879594873188614,0.1190414559206853,0.0310819686018238,-0.0400636512660412,-0.0069973279228038,0.0330663233432374
A07,2.1,2.6,2.35,0.1066605642464514,0.1542251591070181,0.0475645948605667,0.0033638681296912,0.0089267852427488,0.0055629171130576
A07,2.2,2.7,2.45,0.1108059388562147,0.1646242912092571,0.0538183523530424,0.0744199679050259,0.0528533181183532,-0.0215666497866726
A07,2.3000000000000003,2.8000000000000003,2.5500000000000003,0.0649082148033429,0.1153755020085653,0.0504672872052223,0.0404303876106119,0.0311050063417768,-0.009325381268835
A07,2.4000000000000004,2.9000000000000004,2.6500000000000004,0.0563113500936974,0.08717579881101,0.0308644487173125,0.0103301825447751,-0.0012460496175502,-0.0115762321623253
A07,2.5000000000000004,3.0000000000000004,2.7500000000000004,-0.0010635658243159,0.0085922965366153,0.0096558623609313,0.042340284132249,0.0503306205529434,0.0079903364206944
A07,2.6000000000000005,3.1000000000000005,2.8500000000000005,-0.0545982926809025,-0.0382760430213422,0.0163222496595602,0.153003246766874,0.1559707736753109,0.0029675269084368
A07,2.7000000000000006,3.2000000000000006,2.9500000000000006,-0.0551126287237551,-0.0618166643632021,-0.006704035639447,0.1918104821343204,0.1721721729805134,-0.0196383091538069
A07,2.8000000000000007,3.3000000000000007,3.0500000000000007,-0.1313428622823574,-0.1299444297291124,0.001398432553245,0.0861906439757801,0.0907492072872201,0.0045585633114399
A07,2.900000000000001,3.400000000000001,3.150000000000001,-0.1795266846582822,-0.1579456024442752,0.021581082214007,0.0558882002632901,0.0625260336789182,0.006637833415628
A07,3.000000000000001,3.500000000000001,3.250000000000001,-0.1665049301658162,-0.1690901122805253,-0.002585182114709,0.0835786265491456,0.1013383555546369,0.0177597290054912
A07,3.100000000000001,3.600000000000001,3.350000000000001,-0.1285465339927833,-0.1061908797431138,0.0223556542496694,0.1103797754657534,0.1181625052706892,0.0077827298049358
A07,3.200000000000001,3.700000000000001,3.450000000000001,-0.124349034185949,-0.0686823227595589,0.0556667114263901,0.1669783496925493,0.1684397097008611,0.0014613600083117
A07,3.300000000000001,3.800000000000001,3.550000000000001,-0.0746660161949358,-0.0330746984055863,0.0415913177893495,0.1631854703004084,0.1753294602434098,0.0121439899430014
A07,3.400000000000001,3.900000000000001,3.650000000000001,-0.1198604061567247,-0.0786030256896075,0.0412573804671172,0.1618849424841745,0.1700139595676226,0.0081290170834481
A07,3.5000000000000013,4.000000000000002,3.7500000000000018,-0.1444496053142187,-0.1244023799797317,0.020047225334487,0.2599689213227926,0.2252063583559814,-0.0347625629668112
A08,2.0,2.5,2.25,0.0810983126580013,0.0967080306718358,0.0156097180138344,-0.1345249390444984,-0.0774360011209431,0.0570889379235553
A08,2.1,2.6,2.35,0.0711183006503178,0.1170531734492734,0.0459348727989556,-0.0424035779876492,0.0783383610667225,0.1207419390543717
A08,2.2,2.7,2.45,0.0555250900385959,0.1568521852700601,0.1013270952314641,0.0089879830391489,0.1065183610733978,0.0975303780342489
A08,2.3000000000000003,2.8000000000000003,2.5500000000000003,0.0333439161245847,0.1177375485627282,0.0843936324381434,0.0191836403145586,0.111954829803794,0.0927711894892354
A08,2.4000000000000004,2.9000000000000004,2.6500000000000004,0.0240706789219565,0.1014078453382798,0.0773371664163233,0.0339470734917514,0.1032032369531115,0.0692561634613601
A08,2.5000000000000004,3.0000000000000004,2.7500000000000004,0.0149048974194559,0.0912576824666391,0.0763527850471831,-0.0358173957072075,0.0259638431131149,0.0617812388203225
A08,2.6000000000000005,3.1000000000000005,2.8500000000000005,-0.0030518437619599,0.1104383411547597,0.1134901849167197,-0.0744523721440974,-0.0449694953366942,0.0294828768074032
A08,2.7000000000000006,3.2000000000000006,2.9500000000000006,0.0180422916688118,0.1418998139272003,0.1238575222583885,0.0114752717112953,0.0129788604918318,0.0015035887805364
A08,2.8000000000000007,3.3000000000000007,3.0500000000000007,0.0483754253289382,0.1430990494844408,0.0947236241555026,-0.0565949469768272,-0.0347452406942645,0.0218497062825627
A08,2.900000000000001,3.400000000000001,3.150000000000001,0.0335123449489068,0.0976061562219494,0.0640938112730425,-0.0882075275662502,-0.0245677177228991,0.063639809843351
A08,3.000000000000001,3.500000000000001,3.250000000000001,0.0220411071407566,0.1320342691279233,0.1099931619871666,-0.0299669363115416,0.053522716921303,0.0834896532328446
A08,3.100000000000001,3.600000000000001,3.350000000000001,0.0388328778669146,0.1272129617205253,0.0883800838536107,0.0442063418202095,0.1278648600291424,0.0836585182089329
A08,3.200000000000001,3.700000000000001,3.450000000000001,0.0096219413785751,0.0332042520104909,0.0235823106319157,0.0430527926260018,0.097059723475811,0.0540069308498092
A08,3.300000000000001,3.800000000000001,3.550000000000001,-0.0676234246433117,-0.0227366542373408,0.0448867704059708,0.0113291064267276,0.0289674804250208,0.0176383739982931
A08,3.400000000000001,3.900000000000001,3.650000000000001,-0.1024846001085821,-0.0452295461798069,0.0572550539287751,-0.0318176278682706,-0.0020982273747341,0.0297194004935364
A08,3.5000000000000013,4.000000000000002,3.7500000000000018,-0.0592442833888223,-0.0461771363568211,0.0130671470320011,0.0236588952729891,0.0844574265989089,0.0607985313259198
A09,2.0,2.5,2.25,0.0596148195930706,0.1777072639417068,0.1180924443486362,0.1842527930389813,0.3020667896343722,0.1178139965953908
A09,2.1,2.6,2.35,0.1957915738880751,0.3452483075022836,0.1494567336142085,0.2297013557411061,0.3682302784104065,0.1385289226693004
A09,2.2,2.7,2.45,0.2097238019110146,0.3549427194810851,0.1452189175700704,0.2242401882958684,0.2992248741562868,0.0749846858604183
A09,2.3000000000000003,2.8000000000000003,2.5500000000000003,0.1903200175222427,0.3698830695697482,0.1795630520475055,0.2563165429325876,0.3137314235595083,0.0574148806269207
A09,2.4000000000000004,2.9000000000000004,2.6500000000000004,0.1037218674936461,0.2150675743712941,0.111345706877648,0.245166286770285,0.3134202774351246,0.0682539906648395
A09,2.5000000000000004,3.0000000000000004,2.7500000000000004,0.0159263808306854,0.0734387629097925,0.057512382079107,0.1360568501032542,0.1813731799505588,0.0453163298473045
A09,2.6000000000000005,3.1000000000000005,2.8500000000000005,0.034595434751878,0.1200676713286285,0.0854722365767504,0.176555614318356,0.159678454813521,-0.016877159504835
A09,2.7000000000000006,3.2000000000000006,2.9500000000000006,0.0522728208006337,0.1218864749565938,0.0696136541559601,0.103709282746931,0.0689489567271488,-0.0347603260197821
A09,2.8000000000000007,3.3000000000000007,3.0500000000000007,0.0131214676594684,0.0702467141329134,0.057125246473445,-0.0016500660363433,-0.0195424581401238,-0.0178923921037805
A09,2.900000000000001,3.400000000000001,3.150000000000001,0.1118675620299061,0.1317325256839762,0.0198649636540701,0.0061833920165643,0.0111718580489648,0.0049884660324004
A09,3.000000000000001,3.500000000000001,3.250000000000001,0.1645561641309728,0.2026238463517156,0.0380676822207428,0.1206159039997724,0.1390469590784361,0.0184310550786637
A09,3.100000000000001,3.600000000000001,3.350000000000001,0.0658832137313643,0.0848102276240093,0.018927013892645,0.0905196822228273,0.0768102454342285,-0.0137094367885988
A09,3.200000000000001,3.700000000000001,3.450000000000001,0.0588400764874524,0.0803480916234365,0.021508015135984,0.0331677525191709,0.0346786436506329,0.0015108911314619
A09,3.300000000000001,3.800000000000001,3.550000000000001,0.0974035083327605,0.1353799490661428,0.0379764407333823,0.0197106324072406,0.0666052651222257,0.0468946327149851
A09,3.400000000000001,3.900000000000001,3.650000000000001,0.0943595944425975,0.1691744280187599,0.0748148335761623,0.0326110704796862,0.0392267617240539,0.0066156912443676
A09,3.5000000000000013,4.000000000000002,3.7500000000000018,0.0048520259620255,0.0935227801253822,0.0886707541633566,0.0733103463298758,0.0401054052090258,-0.0332049411208499
