Feature,Pearson_r,Pearson_p,Spearman_rho,Spearman_p
Theta_Relative_Power,0.5845748911658615,0.0982941411604564,0.6061032181989393,0.0836068017255235
Alpha_Mu_Relative_Power,-0.3590693128544813,0.3426139989180718,-0.3425800798515744,0.3668029351553837
Beta_Relative_Power,0.0200469275217997,0.959174409179033,-0.0263523138347364,0.946346564795662
Gamma_Relative_Power,-0.4645101509418287,0.2077714278972065,-0.7642171012073584,0.0164946760724309
