Class,Pearson_r,Pearson_p,Spearman_rho,Spearman_p
Left_Hand,0.7588807611568709,0.017737838375686793,0.13333333333333333,0.7323675052362975
Right_Hand,-0.03521629131290173,0.9283320637086229,0.03333333333333333,0.932156735540504
Feet,-0.6614719090029926,0.05233983220625454,-0.6610936529170212,0.05252286046708899
Tongue,-0.7696288827963683,0.015294668084991497,-0.5355695416036628,0.13726197944145044
