Class,Pearson_r,Pearson_p,Spearman_rho,Spearman_p
Left_Hand,-0.7211176744847295,0.02834639906380238,-0.45,0.22421610749233659
Right_Hand,-0.7710658797649537,0.0149861275392876,-0.6666666666666667,0.04986723056888511
Feet,-0.7835322732310064,0.012482300043875811,-0.7666666666666667,0.01594401657897401
Tongue,-0.801065308905459,0.009460164527641573,-0.6833333333333333,0.04244227208707231
